bare,built,crops,date,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water
0.05798382311673526,0.17329333278877146,0.43842528007429826,2025-02-22,0.03702412995352973,0.05230724087233423,0.12733237769500566,0.04869988783035342,0.03242582680360138,0.0324672623687784
0.09443485376280149,0.11701861222905219,0.2819355632322488,2025-03-04,0.035962766939487724,0.042987102222616376,0.3139811964213787,0.04895770548245836,0.03413210067085183,0.030549420090738886
0.147337667889481,0.12675437988207663,0.16609487909500684,2025-03-09,0.03815391819069312,0.04300825267374603,0.35969715906626026,0.052053700029731156,0.03408319923101581,0.03277505478723871
0.12857611907136904,0.10106646069068423,0.292225713010952,2025-03-14,0.031917089631701846,0.043985562621232877,0.2817681998340284,0.05179025825764222,0.03273640545270546,0.035891617348165414
0.17127130473556787,0.07652686053605076,0.20909777472314087,2025-03-19,0.03637835375673601,0.04282687337329358,0.34870087615207357,0.052221835862836276,0.03185556375342435,0.031078730923374813
0.1961506034078246,0.066137340651521,0.23327941703484867,2025-03-24,0.03324446754379971,0.04147317910863281,0.31658269698193753,0.04925411829718785,0.02963626968362825,0.03420094298610256
0.2552203324413437,0.059241686446975,0.1658580196080807,2025-03-29,0.03333806135377027,0.037526711996922375,0.340911715532811,0.04952462737747399,0.027805438503032527,0.03053351822141434
0.21830095349243103,0.062217316468425585,0.21134493050012337,2025-03-31,0.03188990507826383,0.04145033190817917,0.3292083763784644,0.046967913855776824,0.026607955550998715,0.03197175921008496
0.15119589416263174,0.04667449876717588,0.28589509940425173,2025-04-03,0.03267899803552192,0.043646455546202355,0.32119225663389944,0.05209582628288177,0.03189494437541882,0.03468517190759053
0.28371606988020664,0.060703954475622664,0.14725529284979672,2025-04-08,0.03336173430544088,0.03371422851179042,0.3308718760563607,0.049924834599791926,0.0287237230947113,0.03168725096271683
0.2755259582073081,0.049175671691317674,0.192157378110417,2025-04-13,0.03229011435869686,0.03599748919910881,0.29362259424810383,0.05145104865279171,0.03192039888515565,0.03781845691739206
0.26451884400568293,0.049714282846266736,0.24779368381392522,2025-04-18,0.0347512933899136,0.048604189298950023,0.24610633101204082,0.0498952739959968,0.025006561738662125,0.03356970623173267
0.363841478247069,0.04530961673032127,0.17788588954206624,2025-04-20,0.03260512654002074,0.035724974381245764,0.22611228782828702,0.051692068001561765,0.028692175073061106,0.038094526793660884
0.2596454884697046,0.046096909213411856,0.25932297278985594,2025-04-23,0.029511806904534407,0.051566247200270574,0.2487872784915994,0.04765677825646287,0.02308805383865236,0.03428297327871722
0.23908462130792996,0.04014475608252838,0.2966909954639369,2025-04-28,0.03391404000523322,0.06072174508691595,0.2270764596400077,0.046220616782850305,0.02305505539635039,0.033051084107124484
0.40746093133442385,0.04395605942916278,0.10894436344784922,2025-05-10,0.03185680356772024,0.028577989233290406,0.2524225364575146,0.06036853185424541,0.029188544269859073,0.03718265923423197
0.4194018923419687,0.04980023887233834,0.13613528720796425,2025-05-18,0.03479300468520102,0.02672715882450324,0.21609492746717154,0.05948230864358733,0.0267801809519055,0.03074450492677208
0.4144818984095402,0.04441267068587209,0.1730336635796987,2025-05-23,0.030292813941973598,0.027141898444824418,0.18393940018175284,0.058337429650425945,0.030388702706172232,0.037931665330363115
0.5582303708682842,0.04501540206821825,0.0600256331676712,2025-05-30,0.030229011132277956,0.022787782208697874,0.14902516509049388,0.06617708473314465,0.02928242732945134,0.03918785547423851
0.4751311511289471,0.04989656686898423,0.10015711164431054,2025-06-07,0.03467192370200103,0.024288723974941657,0.19895770349333078,0.05839300976767779,0.02642645088158748,0.03203758655174869
0.43110341537631547,0.04590697136049661,0.16496710528062453,2025-06-12,0.029802211114346455,0.024880725938677208,0.18351704891834233,0.05460271892739897,0.02925971018784353,0.035918895362566705
