state,district,tehsil,village,lgd_code,khasra_no,guid
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,121,7fc7460b-4708-4235-8f1e-655f1ea0770e
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,307,64845390-f3ad-4708-a807-13fb35da50b9
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,578,618703bf-b22c-4fe4-a5cf-acc56ba02bd7
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,772,49bd7194-3725-450c-9840-e97995eedd11
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,113,89d3f93a-397e-418e-bd2b-a4fa74b3575b
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,582,2fddd9f0-9e0b-4639-b01a-22dad1a1109b
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,63,01b4eb14-8161-457a-8350-bdf062be5774
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,362,5c84b393-56bb-4edf-9e20-2345a3b11d9f
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,193,c84ce668-b1da-44a5-809f-bf80952b7c7f
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,810,e4b99458-6557-43b4-bd6f-19fdb6afd7c1
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,542,dcadb6ee-d7bc-4511-ae03-a336826d62f4
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,247,17b352ce-31b4-4646-a8c9-a14a98a86026
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,597,c348a709-1676-4f36-b425-bba5f72890f9
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,394,f2403c41-bd63-4aab-be7a-02183fd7faeb
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,114,8d4437db-52d9-4093-ab73-3136bfb8c3b5
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,104,241562fa-2ad9-4a82-b0c5-f73191685426
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,792,a5800889-f5cb-487e-b36b-39b0a9fa6588
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,116,e3350ada-1781-4e30-8c23-dd3e493b6b2e
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,348,5e9f5322-bbf5-407b-b616-7b4a1785c2da
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,212,1d9c6d70-0205-4b92-9892-2caaa1794790
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,456,41a1f453-27db-4772-8491-bd2b25693445
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,329,20c254c0-6df5-442b-b484-b81eb9258cdb
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,162,3711cead-9fce-4c1c-bb96-f6927f8f96b5
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,338,758b7524-f83c-409f-a30a-f11d318c7147
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,297,cb679978-cb22-46bb-bdfa-4128f72ced0c
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,30,b2a5ff0b-3459-4a4c-8038-a0c5762e8824
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,468,39f84814-a70a-49c8-8ed2-e5abd85785a2
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,116,fead4ef2-9033-42a4-8b40-d04e4cc7ba90
Andhra Pradesh,Krishna,Avanigadda,Edlanka,589772,89,5e980f00-22f4-4e33-921e-6f43adc9f8de
Andhra Pradesh,Krishna,Avanigadda,Puligadda,589771,47,4ab89118-9534-4d53-b8a1-b5377be0c7df
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,702,222e8fdb-c4cf-4c5a-a23d-d30767f57069
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,4,599f7bdf-05df-4829-8360-006f8cea92f9
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,745,a40358cc-e97c-4322-b7be-89bfc0e825ad
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,251,ffab3bff-1f64-40e9-a62a-cd0e3d0cb54e
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,589,834e6c9e-1e92-43ef-8c47-80da46b4188e
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,265,a41a01da-5abe-4214-ab5a-62922edd24d5
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,602,ad5b5d4f-1274-4214-98d7-abbb002d10e4
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,44,7b90af14-50db-4c5b-9d7e-465be530611f
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,274,0a5563a1-2cbe-49f4-8f3c-897ab91fab5b
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,407,99ee3020-8926-4dde-9106-1c7116874b95
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,534,454e368b-4bfd-4b27-8ea8-fd597b199c2d
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,533,325371b6-fb43-4cf6-bebb-b10861c25178
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,331,cf233f9d-529b-4b2d-8abb-6fc0506e280a
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,189,91405d98-cf52-46de-9abf-b0904a1e1f0d
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,313,c2a58304-3c61-4acf-bd70-b94e50ba2971
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,339,bd11f6bb-817b-48d9-829e-a81850420f3b
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,505,cdbe4b84-9c43-4fef-a78c-12c5389e5f7e
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,785,0c23115d-1efa-4c27-a6d2-0b115a8c4099
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,450,a417c7fa-99d1-40af-b08b-ed5bd32d01ca
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,185,668aa663-c5ec-4d8d-a8ef-4c62c4d4388f
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,171,c9889082-21ba-45b3-98d6-2ae8e602418a
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,631,8d69e580-791e-428c-91c0-03b5380d20c2
Andhra Pradesh,Krishna,Avanigadda,Puligadda,589771,26,fdf1807b-1edb-49c7-b1f0-ca648742af74
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,556,28709f77-823f-4698-bfe8-8d1418bd53cc
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,411,e0d6c533-8fa9-4ca3-a16d-aa4032efb6c8
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,401,4e72241a-0e7e-4ca3-be64-5dd5262716d0
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,109,6f2445ef-b3e9-4a48-b149-2efb3e26286b
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,283,d7a0bc90-54f2-41e3-9934-17a533c97003
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,54,521932df-1020-4767-a16f-4b44dee22a26
Andhra Pradesh,Krishna,Avanigadda,Edlanka,589772,63,fafdc2ab-19d0-49fa-9236-4daf40daebf5
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,589,d2635224-7e6e-4e23-a8f2-3fe98b666314
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,127,fb8e4b9c-7649-4f76-8def-70d1541328b9
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,150,6292c524-a335-4290-9193-040a0ae1679f
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,319,653faa06-3ca9-40df-9313-dfacccad67b2
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,302,24d3605a-0f29-4a17-88be-88a727a3a9ce
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,60,79e1d55a-efe9-4022-8187-79852e511613
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,14,9e8890d5-347d-4b53-91c9-09ec80cf14f1
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,460,bec843f4-f25a-449b-b697-42bf6cab68e1
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,479,a0574239-3f40-4e9d-9c52-3bbc3ad960ba
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,134,b8893301-d6b3-47c9-90e4-c3f2d09591b0
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,10,17e62a35-7711-4a3c-aec3-4ca9d19ea5f2
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,91,1ab8d22f-96d7-4d00-84d7-8513c325468e
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,753,4a7112ab-a7f1-4985-9c0a-fe10e61da808
Andhra Pradesh,Krishna,Avanigadda,Puligadda,589771,14,c0794c3a-51ab-4e84-8b6d-f296e02377aa
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,655,c9ebe387-a5d1-405c-b969-b4432fa91f2a
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,168,7db918c7-d1d1-40fc-9adf-19aa4dbefc2c
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,536,b7408f2c-541e-4e0c-95fc-199b9f46733b
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,15,396b489f-ebdc-4d86-9ad4-21e266fd6ced
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,42,de9d688f-5913-4ea8-926e-e7222fd1c052
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,102,44a6aa2f-dc5d-4f06-94da-100e54ca3bfa
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,863,e2cfb040-badd-4a99-8e98-9fffe5269579
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,580,c653d12c-fa99-4b38-b1c6-a24af3203a1d
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,34,f8a1e3be-be9f-48b4-b09c-594098c8c2e0
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,179,696bafb9-5a93-4d78-900f-768f6e5ed6f5
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,78,fdb0d7ab-0784-4197-a481-f380cd128bb7
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,449,4c9d77d5-c360-4ab9-ac21-324bc375751e
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,596,f79c9fbf-eacd-4c0b-b3a0-14ca851dc8d7
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,428,b730066f-563a-4546-9965-0f5e30c6614c
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,486,361125cb-02bb-40e3-89c8-26fd69c86dd1
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,433,b0671262-2aa7-4ba4-a73e-493d5d933e77
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,204,d89482ad-1a05-40e8-b2b0-4df69abd72b7
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,448,04c86a17-b07e-491f-bb2d-6435d3897976
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,19,71dc1c61-9cc3-4b9c-a4d1-2413d2aa6803
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,414,bee5074a-582a-4050-ac64-234971ef8720
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,646,b2c94120-9511-4a1c-8603-055c7635744d
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,445,39722026-0e89-46a4-9662-cda3997e38ef
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,344,d596731c-1bc9-4b88-841e-a1f3f73ea238
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,62,1e0e153e-6938-46d1-803d-abcde5bc9ebf
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,408,71a82bb3-c01c-4ce6-b9a7-ae7e4b8e9bcb
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,210,985e7836-5104-4fd7-91e5-367c493738fc
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,447,221797b9-1e6e-4102-a472-d651a7ba6a6f
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,644,b819a227-76a3-4baf-8ce3-8453fb2dfd95
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,492,f58705d6-25cf-484a-9d5c-258794f4e398
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,304,860a5ef2-39fb-4c11-a9ac-1334484c1c02
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,473,0266fd79-9903-4730-96a9-f0c16e501fb4
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,608,4e5735d4-fc2f-4e45-92a9-e03bfc170eb2
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,283,c6ff13fd-56e3-4d9a-8cc1-7e67f3dee8ac
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,216,5c0fe740-5ac5-4ac2-b205-b4179681aadc
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,11,487250b5-858f-4c09-9793-a7b95eabb4a1
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,580,72ce96b7-5876-4d8f-a0d8-f81f01961dc7
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,249,6c3dde07-a81c-46a8-8d09-96004ebc14de
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,455,5c7f219a-89c3-434d-b93b-bc29e340c6e0
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,281,f251e4ab-24ef-4d48-a6fb-6085f6466d91
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,11,c0710e1d-4b1a-492f-85c7-755b08dc1956
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,416,abfcac18-65e9-4de7-a533-233c39feb461
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,311,b03d33ba-49be-4774-a38a-2f6eab514e8e
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,174,51f2c329-9294-41d1-b354-e47eef500cfc
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,46,35fb532e-cf1f-4235-959f-fe44fb37bb06
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,27,01d0a93a-1b43-448d-b91f-7d42349acc5c
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,432,bd142399-8e24-414e-9281-e6a35a3713ac
Andhra Pradesh,Krishna,Avanigadda,Puligadda,589771,102,d72335d0-28df-404a-b623-903a31e0b176
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,101,6ebcb050-15f7-4cc9-b80d-e25d32f80f6f
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,315,2ee8194e-3bb7-4783-949b-52399a3aa79e
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,475,88180862-7ddc-49f0-91d8-3ba1c64a94a9
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,198,2ab1e4e8-f40f-469b-9dac-6990989cb0f4
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,453,900ff3a9-f4aa-4a43-af2e-820f260854e9
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,436,1c1c5970-5f65-4792-b2dc-667bd98dd003
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,111,7ad65494-1ff7-4858-adad-bb874fb96e58
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,28,7a6967ab-aecc-4d66-a415-ef366cb3443c
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,344,1a3f35dd-30d6-4e7d-a35f-0466e40721b1
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,230,cbf90bd8-c704-4bb0-afe5-c4cea3a3848e
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,200,e303aec8-4a6b-45f1-85dc-f0dae79372f6
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,609,9156bf31-8870-4267-b94c-fd47882d1b5d
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,330,94966d90-052a-44ce-85ec-61ff7c3a3206
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,285,4ea162c6-8354-409d-98f8-eec7cb7d7a0b
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,498,5a0f59fa-0dcf-436e-9e8d-461d1b4f3e62
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,201,03ae6391-2942-4c9d-8f20-aa66fe2d1885
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,218,2c7eeba8-4d21-4d8b-9c0a-898f8e355be0
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,276,43c965c2-a088-48f4-bfd2-623b9a4e540a
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,634,36314c64-5764-4721-8b13-7afafebf7db5
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,356,adc1c382-037e-46b7-af05-ae13de47fe87
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,131,743751a5-b630-49e3-b303-c137a2390d75
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,287,ab1ec9b0-24af-4f4e-b975-284edfe73274
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,669,bf0b1010-c592-4ff7-8f66-56e602a1d9c4
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,409,d9ffeb69-53b4-4518-a0ac-2ad1942057a1
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,491,f7ff1a90-13d0-441a-ad8d-7c2bef5b3e6c
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,885,3af2e2d0-667c-48e7-a0a8-f7daa67f8446
Andhra Pradesh,Krishna,Avanigadda,Chiruvolu Lanka  (South),589763,276,a2a192c7-4c25-46e0-b240-bb6221d8d059
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,806,13bc98e7-fa4d-4527-8d36-aa5eefe6d714
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,604,3b0e4a46-3f20-46a2-a2ac-5331a57c7bae
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,430,0978fe89-d55b-43d8-8259-12081e7f5447
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,486,08cd7153-bc7d-4c50-a73a-bc9782b2dd70
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,430,fc760f17-7f44-4e09-a1fc-065cc7d1f878
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,238,8b212b1e-cc36-4e87-b937-e8c59405047a
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,578,2c914e5a-266d-4e1a-841b-00090d21b4d7
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,357,e66c4b72-4015-47b3-9411-9505ac69dc32
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,172,b731fef4-8cd3-4402-9914-7a3145a74b13
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,557,d68ec777-2aab-49be-b2b0-0c979d0ade63
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,122,c5c59f59-87e6-4d10-bb1c-3caa353b1d3c
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,380,c5787f20-968b-4a8c-b137-3247f4339e3f
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,565,cb3a9756-33ac-4e81-9219-7260b0881b74
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,448,24c693e3-159f-49ef-bfb5-90813d8faaa2
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,22,a2f68416-4926-4765-b2c6-242f1ea279e7
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,328,87278bc4-3cb0-4940-8a5e-9350adcf5578
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,241,880788c4-5fe3-4632-8e61-1927fe49e3d1
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,372,aa274742-672d-4880-b8f4-a238c29d6e11
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,700,166986c5-932d-4dde-9325-b8ece9691b0d
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,310,d16cb506-cf05-4184-a936-7c258d637b5a
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,320,5527c7a1-c298-4cd0-ae99-10186d9fbe69
Andhra Pradesh,Krishna,Avanigadda,Modumudi,589775,304,05115586-048e-4e28-9ff7-6a19d85cf0a6
Andhra Pradesh,Krishna,Avanigadda,Vekanuru,589777,759,f78d60ea-f477-4979-8218-0fd95f2b3082
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,589773,139,0aa464b2-896d-4f52-beaa-b83ed41d2191
Andhra Pradesh,Krishna,Avanigadda,Aswaraopalem,589776,37,d4ed1213-3802-4d84-85dc-d4da35f37089
