state,district,tehsil,village,lgd_code,khasra_no,guid
Telangana,Adilabad,Adilabad Rural,Wanwat,569008,29,15fa60ab-dad7-400d-81b1-9b8a8cad2a7d
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,61,875a8d9b-c65b-4d78-a3ef-6969e5d1c84b
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,1,92ebca3e-53aa-4b66-9de0-0de232182d87
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,111,56fb2f12-8e07-42ae-8046-eb25c9e22bfe
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,33,52f2c451-7115-4c10-82ac-d8fa87d0eeeb
Telangana,Adilabad,Adilabad Rural,Pochera,568979,4/6,d731efba-7087-404e-b2be-d3c4d3b426d9
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,55,c86a3f52-f977-4811-9649-0569582e06e9
Telangana,Adilabad,Adilabad Rural,Takli,568988,29,e3244a7b-699b-45ca-ae51-096674ebd6f8
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,144,0503e294-0a57-4e38-9e8b-54c04896b307
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/91,f67a875a-ca58-4053-ada8-60eb7939a842
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,o/130046,4571bc17-7602-4c7a-b0a8-41575ad3cdb6
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/46,9f43dea6-e6e4-41e0-b9a6-e015df806c06
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/30,dabe66c1-f311-4f6f-bb89-537716a7034a
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,59,f690e51b-3052-4b5a-a5aa-3607e2cfa418
Telangana,Adilabad,Adilabad Rural,Bheemseri,568982,73,1e6f8e59-c10e-45c3-b4d8-d9965ca9b6cb
Telangana,Adilabad,Adilabad Rural,Ankapur,569005,22,11d0eaf8-6622-4031-a17c-8d08d091a376
Telangana,Adilabad,Adilabad Rural,Belluri,569009,4,4aaa57c4-ee1b-4b7e-a4bb-1aa5704d0845
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/19,ea910c64-9926-47c8-ae9b-2253e0fafb59
Telangana,Adilabad,Adilabad Rural,Maleborgaon,569003,11/2,94830b0e-7886-4645-839a-ff06d1f1795d
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,107,3437c03e-a052-4d70-848f-49453c83fcb0
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,7,83cf1e3f-868c-444a-b8a2-5b0666463d88
Telangana,Adilabad,Adilabad Rural,Lokari,569000,16/4,f846268c-d316-40a8-8880-5760d73196af
Telangana,Adilabad,Adilabad Rural,Tippa,569013,3/3,224d40c8-db8d-48fe-875f-2c32cc96307e
Telangana,Adilabad,Adilabad Rural,Ganeshpur,568984,29,5922be14-b425-4a93-968c-3caffb425f95
Telangana,Adilabad,Adilabad Rural,Chichdhari,569016,8,d438a9e9-cb11-4f08-9a7b-d41cdf874ae4
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,77,a7da5a7c-e4e5-4a2f-8661-d5797eaa6582
Telangana,Adilabad,Adilabad Rural,Taroda (Srimath),568980,25,c291f93c-4499-4f60-86b0-80906c704c54
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,92/14,7a53a8d3-39aa-4815-b3db-ada6349d74c5
Telangana,Adilabad,Adilabad Rural,Ganeshpur,568984,11,ea53d6db-cf02-4c98-89e8-f6f9cff28a6e
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,42,8467f9ec-eb9d-460d-bd38-9c3d43054435
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,o/129910,e1b949a4-dcd0-47df-8974-1805ea6ecad8
Telangana,Adilabad,Adilabad Rural,Ramai,568990,53,c7389b43-176a-4851-9420-c2f1512d200e
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,11,2e4f8eed-66a6-4624-885d-3f86070809b8
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,13,4ff0b944-2993-4535-aca2-a9cd128d421c
Telangana,Adilabad,Adilabad Rural,Rampoor (Royati),568981,25,bbb80818-3a1e-4842-b637-1015139ee1e3
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,191/12,cb5a5199-1192-4e50-870f-c0e59528add6
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,43,4e30184e-2875-4bd7-9bbd-1b6fb231d56b
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,122,3b4d109e-1dee-4a98-b241-01f6cc1bd922
Telangana,Adilabad,Adilabad Rural,Wanwat,569008,16/6,ca4f3634-f56c-475e-a631-e222e53ee873
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,15,f09fafff-7b0a-46b1-9788-f1dcd68756b8
Telangana,Adilabad,Adilabad Rural,Kottur,568998,18,cf227997-d5c3-4001-a9f6-c9e4131a944d
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,75,7d35147f-df84-4e08-85c6-6cdd637963c7
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,3,00c6a10d-4d3e-402f-b472-6a398b511db8
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,27,f242c9e3-a460-4110-b861-cef64568f17b
Telangana,Adilabad,Adilabad Rural,Ankapur,569005,14,514deb29-41a5-4b57-b498-cc9171a80b48
Telangana,Adilabad,Adilabad Rural,Khandala,569010,7,6c0cf63d-d0f9-4f04-9342-8a91e65fef44
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,120,05058d52-44bf-4a6e-bc9e-c0cefc553543
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,195,c2137b6d-8365-4b86-b672-8508b11fb579
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,18/3,d3ec661e-ccea-4885-9cb2-7070a3231f93
Telangana,Adilabad,Adilabad Rural,Belluri,569009,20,c5ef1cb3-12ab-423d-be32-fb05c9d4ede5
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,57,7879230e-60d4-4959-960e-420d0f2530fb
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,124,0dc50bbd-2c01-4acc-b6d5-74ceddd0e2c0
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,71,b82289ba-ff2d-4e3a-bbaf-79f9cb472b5d
Telangana,Adilabad,Adilabad Rural,Ankapur,569005,27,16992bb8-9a97-4b4f-a477-231ddf9cbd6f
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,28,b2c89afb-e7cc-4af7-bee0-e94b08ed60f1
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,34,da0b5c9e-e4b4-47ba-8164-e1ffca77b5ca
Telangana,Adilabad,Adilabad Rural,Lokari,569000,16/3,fbcede3a-8283-4231-b6ad-c2a1e24bb737
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,11,8738c7e9-c2a3-4e6f-ae10-11f3c399faf9
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,29,b5339ab8-14ba-4f69-b4c1-d20291817d9f
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,12,33ed2d36-b578-4840-8806-f622b47d5cb4
Telangana,Adilabad,Adilabad Rural,Taroda (Srimath),568980,19,7d1d0318-13e9-4637-b5a4-467fc602fa51
Telangana,Adilabad,Adilabad Rural,Mallapur,568977,31,d5755e4d-9322-4ca0-a46e-5d1d3a4e4906
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,38/1,b1503e75-7594-44d9-8aeb-baf5414cb563
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,126,73c8eed3-8427-4cd3-b07e-f1ed7e498269
Telangana,Adilabad,Adilabad Rural,Belluri,569009,40,6af53f36-eb21-4032-9e10-8ab95c1dadde
Telangana,Adilabad,Adilabad Rural,Bheemseri,568982,74,e3dbaacf-0fee-4570-97d8-c26dabbf3062
Telangana,Adilabad,Adilabad Rural,Dimma,568978,19,74910fdb-ffe4-4eb8-a5da-aa1584174327
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,40/24,406fd002-7cc1-429a-b54a-e50f6b25470b
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,13,1357175a-04f6-4ecd-b365-f651180badca
Telangana,Adilabad,Adilabad Rural,Ramai,568990,11,547e0650-9c42-42b2-b215-bc2e0b769759
Telangana,Adilabad,Adilabad Rural,Wanwat,569008,26,0c72c94c-de55-444e-8be3-0e13cca93d8c
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,79,172d706e-b73b-40fd-a054-8b7bfae22fec
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,72,be263e1b-25d3-49b3-a353-a34c43c38f75
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,62/14,c1efd8f8-e78b-4402-a157-ed838e032a3b
Telangana,Adilabad,Adilabad Rural,Ramai,568990,83/15,97533e71-2e37-47ba-9495-fc4e3ead0950
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,18,c0f52909-a967-4834-a1df-a369e0eb2b72
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,32/6,951bd877-8602-4a91-9013-3f2f3c6e2bbe
Telangana,Adilabad,Adilabad Rural,Taroda (Srimath),568980,11,6d9cd7fd-7bcd-45d0-a90a-4e1587aaeba2
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,92/6,5827987c-cc9c-4546-9f25-6ada871649cc
Telangana,Adilabad,Adilabad Rural,Lokari,569000,1,7099b16b-c7c7-404b-bd8e-dd90f2c22d91
Telangana,Adilabad,Adilabad Rural,Mallapur,568977,3,9cfe191b-fc11-472f-a1bc-e4df19964b3d
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,24,8dc53db8-fcac-4783-854c-33ca459d9451
Telangana,Adilabad,Adilabad Rural,Bheemseri,568982,19,13aa4446-1739-4746-bb70-e55472e588b1
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,14,d59378df-f0fd-41f7-a2dc-4e0df6cd2d5c
Telangana,Adilabad,Adilabad Rural,Chichdhari,569016,1,167424a3-07f0-42cc-b893-b1c8edfee4c3
Telangana,Adilabad,Adilabad Rural,Ganeshpur,568984,30,2f864c51-cbc8-42b5-bd32-5ef2beccbd6f
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,14,30848f14-06bc-457e-84f7-0e8189ad3670
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,80,c9641f26-f768-4cc7-ab7b-1423c62d95d3
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,115,64d028fe-62ad-4981-8e20-96310f27df43
Telangana,Adilabad,Adilabad Rural,Belluri,569009,11,6acab805-18b3-4f04-b27c-7356a93d743f
Telangana,Adilabad,Adilabad Rural,Dimma,568978,o/128809,0f3ea4b9-9ed4-4ddc-b946-2095fe8774f0
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,40/8/1,1a6d49d3-25af-4075-beef-cc1a8a24ce2f
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,100,9f376e24-6b36-4599-bdf1-c7c84e78a66e
Telangana,Adilabad,Adilabad Rural,Pochera,568979,10,ae0d50ad-7fe9-41ae-96b9-959823ef08da
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,o/129589,da9c4afc-7396-4439-a927-4330c0f6becb
Telangana,Adilabad,Adilabad Rural,Khandala,569010,33/2,9d946ed1-02ab-4adf-a1da-0faacedf6de5
Telangana,Adilabad,Adilabad Rural,Khandala,569010,15,883b739f-e0f8-44c6-bf19-c53e52459e2f
Telangana,Adilabad,Adilabad Rural,Chichdhari,569016,2,6a233df6-3a7a-4107-ac2b-09371ee27967
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,115/14,91d0e2db-4216-46b3-9052-b50a38743b79
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,63,e337d53c-756a-4b80-862a-c251f5316729
Telangana,Adilabad,Adilabad Rural,Ganeshpur,568984,1,a382cc3f-98f3-42f8-b091-c005934b14a8
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/56,c0a4b462-18c4-4121-97e7-daa1466b13ed
Telangana,Adilabad,Adilabad Rural,Wanwat,569008,22,2ae9a2db-a0e3-4957-89b1-b7763019fbef
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,85,9bb63a43-496c-4067-809b-217bf868ac9b
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/136,8ad5fd1c-64ee-4e9d-9fcc-0f71381261c0
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,6,d8d42ca8-70e0-47af-b446-74b1f3ca6291
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/69,6901dc5c-9aae-4512-9e30-1c5c4610f890
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,40/15,e1b5130c-e92b-49d9-9899-9225181dcc41
Telangana,Adilabad,Adilabad Rural,Rampoor (Royati),568981,30,45e2af12-83cd-461e-99a5-08f3af030eaa
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,12,11fde583-5594-4f25-8070-11622a651460
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,115,10ba62d4-f56e-471e-be38-84af22b85563
Telangana,Adilabad,Adilabad Rural,Belluri,569009,53,bd070d79-cbf5-404d-ac89-5e5c2ee87a0d
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,33,9fd80cd8-c1d0-48d1-95bc-c00d8a909cbb
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/43,bd0a9f37-7af9-43c1-b1f6-6087cef89293
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/139,608f7df3-355c-49b8-a007-1b595b1bdef5
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,142,20f7e96b-87fb-4065-bedc-8f69acd7a76f
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,71,384f0abd-368c-4415-ad0c-4b43f8e64add
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,44,ad04d64b-eaf7-4a7a-b821-94fb99a6adab
Telangana,Adilabad,Adilabad Rural,Takli,568988,26,da6b428c-e3fe-488f-89ea-a7719feb415e
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,147,cb8ba265-9bb6-49fc-918d-0a7ff95c4d7a
Telangana,Adilabad,Adilabad Rural,Belluri,569009,o/132723,8f4522d8-5ba3-4662-bc7b-89525d00a50e
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,182,3fe05729-ebbb-4fef-a784-f6e2fa956725
Telangana,Adilabad,Adilabad Rural,Jamuldhari,568991,8/1,7946f880-6bdc-4b96-8357-04ffa2628b91
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,99/2,b757252f-f2fc-4832-9316-e3cd7f6dc3ef
Telangana,Adilabad,Adilabad Rural,Pochera,568979,30/2,348763e9-e519-4dbe-bff8-cbd1bdb3f667
Telangana,Adilabad,Adilabad Rural,Rampoor (Royati),568981,21,78d5a411-c63d-4a5c-8e8c-2cc87c04371a
Telangana,Adilabad,Adilabad Rural,Pochera,568979,26/2/1,e53b5144-51ef-4000-803b-0da29bb563e2
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/148,89da44a3-fa0c-4586-84a8-6325e97c282a
Telangana,Adilabad,Adilabad Rural,Takli,568988,24,45a0a9f6-668a-4ddf-9f95-8168577b7bd3
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,55,620fa9e1-1a63-491b-8095-3f65bd64c265
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/152,730c6e3c-4b49-4862-b05b-3d99712b5f28
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,1,4634be8a-f38e-4111-a505-3bf57d551d4d
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,65,5dc7c306-ea19-435a-8711-5f69524eff89
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,7,896d9051-6070-4a47-937f-70de4dec304c
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,17,9d18a7a5-4bac-44bb-9504-accea724b336
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,92,68c51500-366a-44e9-9a7f-dea738d457a9
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,15/2,f7726779-3ea9-4b6e-89a1-bf5646d4d61c
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,14/13,e13d1768-5708-4e31-8bab-f959c3a56ea0
Telangana,Adilabad,Adilabad Rural,Ramai,568990,o/131340,0a9ed6db-bc99-416e-9149-98aea0eb47e3
Telangana,Adilabad,Adilabad Rural,Wanwat,569008,16/12,ac2507a5-05bb-4870-90d7-1f40c3555732
Telangana,Adilabad,Adilabad Rural,Lokari,569000,32,bcf8c94f-f80a-49b8-91d3-9b70561b43bb
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,97,3644f7b9-4e29-48c7-b70a-77944a0bf813
Telangana,Adilabad,Adilabad Rural,Pochera,568979,4/4,0e98beed-9c1c-4f24-a93a-3a291197baa1
Telangana,Adilabad,Adilabad Rural,Ramai,568990,65,22268a87-a7bc-48a8-9514-e4f9ec21cf54
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,84,96aac03c-f7a5-4f4e-86fa-d880d11d3678
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,67/4,fe3413d0-956e-46a4-8d2e-24164a752c73
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,o/129499,b4eebe03-79e8-403f-8062-5e841deeffbf
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,58,c5ffb728-5f4e-4867-b90d-d17ed7324973
Telangana,Adilabad,Adilabad Rural,Kachkanti,568996,21/1,241a6a3d-afd4-423e-acc6-e181c2396d98
Telangana,Adilabad,Adilabad Rural,Rampoor (Royati),568981,13,ccf77936-901d-4e33-b997-4bb630c6b69a
Telangana,Adilabad,Adilabad Rural,Wanwat,569008,28,8a5c98d9-fb29-4db3-895f-047944ade08c
Telangana,Adilabad,Adilabad Rural,Chichdhari,569016,11,0d7a505a-1f8d-412e-8aa5-ebe2c110cb72
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,18/1,d1e166d8-8509-4763-90ce-7b219709deb2
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,92,63db8cb3-d7f2-4ecf-b001-cf420a24f4b0
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,54,6939da82-c360-4131-a871-0f1a33a63eb5
Telangana,Adilabad,Adilabad Rural,Maleborgaon,569003,18,ea5de1fe-b711-4f19-b8d3-6fdee038c018
Telangana,Adilabad,Adilabad Rural,Jamuldhari,568991,5,d6763ca9-1cd3-4eac-917a-360edb2a0250
Telangana,Adilabad,Adilabad Rural,Maleborgaon,569003,o/132402,cd0a5dbd-8cb3-44ce-ac77-3e0d28b00b22
Telangana,Adilabad,Adilabad Rural,Bheemseri,568982,o/130625,7e1e7a22-852f-4b41-95a6-4c78f72998b8
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,5,0f5d180f-d66d-419a-b0a7-b3aa0a9c9e13
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,107,7a79a006-a375-4b80-a02d-c8156494e56c
Telangana,Adilabad,Adilabad Rural,Kachkanti,568996,14,cd007e05-e263-4978-97f1-abc4f129b6e5
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,2,1a3102f8-689c-41d5-8589-c0fe0faea685
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,130,6aa7f6a0-0360-4fe3-9486-c722ab89e9b8
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,73/4,28b3d0da-4a50-46fb-ae70-ece78ffdda97
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,36,4d12c14a-b6e2-4f16-87b5-d4acc9f85721
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/8,089181a1-18fc-4cae-804d-ca9a7c9fee13
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,40/2,0e8442b3-6597-4048-88db-3057d10d914f
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,15,3d8cb8a0-c1a1-4882-b45d-aa4f9bcc884c
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/90,a51a916a-e7e2-495e-9911-e9b427e4a2b2
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,180/2,72c46a1f-68d5-490b-986b-ca91b3a9f029
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,64/3,296f5076-a409-4265-a39e-0ecd8c8762d2
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,23,e4044446-8410-46c0-9ec1-a7655be240c6
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,86,0ae083f0-cc5e-41c3-98aa-cff012cb7a14
Telangana,Adilabad,Adilabad Rural,Kachkanti,568996,9,2aabae9f-21c2-434c-a377-841026b66b35
Telangana,Adilabad,Adilabad Rural,Kachkanti,568996,38,7b403147-ee3a-4a15-9500-b8adb2a85191
Telangana,Adilabad,Adilabad Rural,Dimma,568978,4,886b6fa8-d875-4f93-b036-dabfbe24b22d
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,40/30,413dae60-550a-400b-a9aa-63bdff4e163c
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,76,0f7c1d02-9260-46a2-9d1f-6443de697eb4
Telangana,Adilabad,Adilabad Rural,Ashodaburki,569006,2,4456e1be-3181-4a95-a980-72a84b012b27
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,18/2,4182d5d9-b5e4-4fc6-88f0-54558bdd7ce7
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,92,07e96e67-2953-4dba-97bd-f52f039930c5
Telangana,Adilabad,Adilabad Rural,Bheemseri,568982,88,b792020f-7cc7-4fc9-b21e-c85e3ccfc07e
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,68,c1406221-7dcb-4ef0-bb6f-97a36b8a766e
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,43,e10500d6-ddb4-4980-8b12-e84dd1d886f2
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/53,74156c31-2ac0-431c-a76f-0a758db8582c
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,21,a876d043-9c45-4d6b-8d7c-f421fe53f0cf
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,32/12,f2ac9665-9ae1-4715-9e2f-b322f32fd093
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,105/5,d31cbf67-e25b-42bf-9c46-e1e6a813279a
Telangana,Adilabad,Adilabad Rural,Ramai,568990,23,133ff0fe-4298-42d8-9f1e-1d5c0a04fadc
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,62/10,83a4a51c-bef1-4225-aab1-205070bdc42d
Telangana,Adilabad,Adilabad Rural,Rampoor (Royati),568981,7,c2a3ea73-55cf-4d4f-bf1e-e2f64b6730ed
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,90,0f1375e7-4f3a-40f7-9e0d-f49f27848ced
Telangana,Adilabad,Adilabad Rural,Takli,568988,3,f1d10d5a-3f79-44db-8394-904634cbcd14
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,173,c7f23773-ee30-4046-80ab-092f146c0629
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/39,8979ed62-8877-49ec-b931-8cd772155de1
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,165,a11be9d1-a0c6-4205-90de-98ca68c88a5c
Telangana,Adilabad,Adilabad Rural,Ashodaburki,569006,5,a1e1dfcd-8e94-4b75-81d0-595d25357698
Telangana,Adilabad,Adilabad Rural,Ramai,568990,68,cf72c7c8-efd5-458b-b804-02bdfa7071e4
Telangana,Adilabad,Adilabad Rural,Jamdapur,568976,35,793052b3-3546-4eaa-a3b5-90d281e35c76
Telangana,Adilabad,Adilabad Rural,Bheemseri,568982,4,d3844717-6e14-4cf3-948f-2a0092762a8a
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/29,a735228c-734a-4afe-9c65-afc25239030d
Telangana,Adilabad,Adilabad Rural,Belluri,569009,42/1,22ab93c6-0be0-45a0-ae05-df0fa7ab7bef
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,153,a334735f-396d-41ab-8a6d-52880cbfb6bc
Telangana,Adilabad,Adilabad Rural,Burnoor,568999,13/66,5854a7c5-ad11-436e-9ec3-bdea656cee36
Telangana,Adilabad,Adilabad Rural,Lokari,569000,28,acd0b698-84a4-48bf-b612-622c3755bfd8
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,194,f2f98137-2510-4870-814b-4290f8ed1ff3
Telangana,Adilabad,Adilabad Rural,Ganeshpur,568984,17,06e40c5f-d97b-425b-8441-cca6844a40d6
Telangana,Adilabad,Adilabad Rural,Chinchughat,569004,32/10,890bbd7c-9bef-4cb9-8cbb-fa52aa047155
Telangana,Adilabad,Adilabad Rural,Anukunta,568993,12,de7c6a8c-dd8d-48a9-80b0-56a6fbd9f637
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,o/129655,806be2d3-5967-4f81-9397-4188fa04bc3c
Telangana,Adilabad,Adilabad Rural,Khandala,569010,o/132768,59c4569b-237d-404c-84a8-4520d18835ab
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,40/1,7c93587e-337b-4092-8348-39b523aa976c
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,73/75,5833b075-8d5e-4988-af9a-447e3b26de33
Telangana,Adilabad,Adilabad Rural,Yapalguda,568992,68,9c77d27b-de96-4a6f-b7e7-3b1c4ba0a815
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,42,bc8d68f0-8e74-4ec0-9454-a62554875138
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,22,531f9a9d-ba67-495d-ba0b-b1c00213d91d
Telangana,Adilabad,Adilabad Rural,Dimma,568978,24,1eeab13a-3cea-4820-a38f-88cb9f9af8dd
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,50,67623c43-5073-4c7d-a81f-34044999285f
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,39/1,0130df3d-df76-488e-8f08-2e28bfc3a5cf
Telangana,Adilabad,Adilabad Rural,Ganeshpur,568984,37,d063a59f-2be5-496a-b51e-ee8c0a2c200d
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,o/128508,37ef35a6-5422-4cde-a937-832a70bd2d61
Telangana,Adilabad,Adilabad Rural,Ganeshpur,568984,2,16242a4c-91ac-40da-9a12-06b9af02554f
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,10,160db50b-735b-493f-8fc9-e6a6ede2daa5
Telangana,Adilabad,Adilabad Rural,Arli (Buzurg),568987,30//2,0968cb84-efcc-4a7e-8e19-b447830bbc50
Telangana,Adilabad,Adilabad Rural,Chanda -T,568983,58,579bfe41-9d1f-4ed9-aa8c-a4d425b9a9a5
Telangana,Adilabad,Adilabad Rural,Mallapur,568977,10,bfb5998a-048b-426b-959a-18c0936e10c7
Telangana,Adilabad,Adilabad Rural,Nishaghat,568986,11,b42fc1ac-d58b-4748-ac80-0ae568bf1330
Telangana,Adilabad,Adilabad Rural,Bheemseri,568982,28,02ace1bb-2d20-412a-8c8a-4191c851903e
Telangana,Adilabad,Adilabad Rural,Mallapur,568977,12,a69c6286-e640-47ba-88bb-2e31e793778c
Telangana,Adilabad,Adilabad Rural,Landasangvi,568985,50,3ba0fbbe-16f6-433e-a232-1c268c690cde
Telangana,Adilabad,Adilabad Rural,Kottur,568998,o/132487,817042bc-84db-4a4b-a545-a77bddc5df44
Telangana,Adilabad,Adilabad Rural,Tantoli,568997,66,09031838-d0fb-4ab0-89ab-0e25f934db64
Telangana,Adilabad,Adilabad Rural,Ankoli,569001,79,ce67b800-6ea2-4fe6-9349-0810f497d832
