RVI,date
1.0860717322389732,2025-03-03
0.6261419185313213,2025-03-15
0.4973501673780286,2025-03-27
0.46514742883499394,2025-04-08
0.5166674120256042,2025-04-20
0.519050467317481,2025-05-02
0.49469456032725273,2025-05-14
0.8669621329885794,2025-05-26
0.6661706088606844,2025-06-07
0.5363847860035353,2025-06-19
0.6679168935651616,2025-07-01
0.6015652108572457,2025-07-13
0.5238404878071243,2025-07-25
0.6372167525318398,2025-08-06
0.5166795740393899,2025-08-18
0.7832775932737155,2025-08-30
0.560544340008353,2025-09-11
0.5385912901094835,2025-09-23
0.568906830975883,2025-10-05
0.4597472068941849,2025-10-17
0.21917051406020702,2025-10-29
0.4140805176416023,2025-11-10
0.5963280431645416,2025-11-22
0.5547377508967711,2025-12-04
0.7615631366556335,2025-12-16
0.899643371243913,2025-12-28
1.009704835402214,2026-01-09
1.2393146865270876,2026-01-21
0.8284938839508795,2026-02-02
0.8987318909757894,2026-02-14
